,date,cars
4857,2022-06-17 20:45:00,8
4858,2022-06-17 20:50:00,15
4859,2022-06-17 20:55:00,7
4860,2022-06-17 21:00:00,17
4861,2022-06-17 21:05:00,8
4862,2022-06-17 21:10:00,18
4863,2022-06-17 21:15:00,8
4864,2022-06-17 21:20:00,16
4865,2022-06-17 21:25:00,8
4866,2022-06-17 21:30:00,16
4867,2022-06-17 21:35:00,7
4868,2022-06-17 21:40:00,16
4869,2022-06-17 21:45:00,8
4870,2022-06-17 21:50:00,16
4871,2022-06-17 21:55:00,8
4872,2022-06-17 22:00:00,13
4873,2022-06-17 22:05:00,6
4874,2022-06-17 22:10:00,12
4875,2022-06-17 22:15:00,6
4876,2022-06-17 22:20:00,11
4877,2022-06-17 22:25:00,5
4878,2022-06-17 22:30:00,9
4879,2022-06-17 22:35:00,4
4880,2022-06-17 22:40:00,8
4881,2022-06-17 22:45:00,4
4882,2022-06-17 22:50:00,7
4883,2022-06-17 22:55:00,3
4884,2022-06-17 23:00:00,8
4885,2022-06-17 23:05:00,4
4886,2022-06-17 23:10:00,9
4887,2022-06-17 23:15:00,4
4888,2022-06-17 23:20:00,10
4889,2022-06-17 23:25:00,5
4890,2022-06-17 23:30:00,13
4891,2022-06-17 23:35:00,6
4892,2022-06-17 23:40:00,16
4893,2022-06-17 23:45:00,8
4894,2022-06-17 23:50:00,17
4895,2022-06-17 23:55:00,8
4896,2022-06-18 00:00:00,17
4897,2022-06-18 00:05:00,8
4898,2022-06-18 00:10:00,22
4899,2022-06-18 00:15:00,11
4900,2022-06-18 00:20:00,19
4901,2022-06-18 00:25:00,9
4902,2022-06-18 00:30:00,17
4903,2022-06-18 00:35:00,8
4904,2022-06-18 00:40:00,16
4905,2022-06-18 00:45:00,8
4906,2022-06-18 00:50:00,16
4907,2022-06-18 00:55:00,8
4908,2022-06-18 01:00:00,17
4909,2022-06-18 01:05:00,8
4910,2022-06-18 01:10:00,17
4911,2022-06-18 01:15:00,8
4912,2022-06-18 01:20:00,15
4913,2022-06-18 01:25:00,7
4914,2022-06-18 01:30:00,17
4915,2022-06-18 01:35:00,8
4916,2022-06-18 01:40:00,16
4917,2022-06-18 01:45:00,8
4918,2022-06-18 01:50:00,15
4919,2022-06-18 01:55:00,7
4920,2022-06-18 02:00:00,14
4921,2022-06-18 02:05:00,6
4922,2022-06-18 02:10:00,13
4923,2022-06-18 02:15:00,6
4924,2022-06-18 02:20:00,10
4925,2022-06-18 02:25:00,4
4926,2022-06-18 02:30:00,10
4927,2022-06-18 02:35:00,4
4928,2022-06-18 02:40:00,8
4929,2022-06-18 02:45:00,4
4930,2022-06-18 02:50:00,8
4931,2022-06-18 02:55:00,4
4932,2022-06-18 03:00:00,7
4933,2022-06-18 03:05:00,3
4934,2022-06-18 03:10:00,9
4935,2022-06-18 03:15:00,4
4936,2022-06-18 03:20:00,10
4937,2022-06-18 03:25:00,5
4938,2022-06-18 03:30:00,11
4939,2022-06-18 03:35:00,5
4940,2022-06-18 03:40:00,16
4941,2022-06-18 03:45:00,7
4942,2022-06-18 03:50:00,14
4943,2022-06-18 03:55:00,7
4944,2022-06-18 04:00:00,14
4945,2022-06-18 04:05:00,7
4946,2022-06-18 04:10:00,13
4947,2022-06-18 04:15:00,6
4948,2022-06-18 04:20:00,13
4949,2022-06-18 04:25:00,6
4950,2022-06-18 04:30:00,14
4951,2022-06-18 04:35:00,7
4952,2022-06-18 04:40:00,14
4953,2022-06-18 04:45:00,7
4954,2022-06-18 04:50:00,14
4955,2022-06-18 04:55:00,7
4956,2022-06-18 05:00:00,14
4957,2022-06-18 05:05:00,6
4958,2022-06-18 05:10:00,14
4959,2022-06-18 05:15:00,7
4960,2022-06-18 05:20:00,12
4961,2022-06-18 05:25:00,6
4962,2022-06-18 05:30:00,13
4963,2022-06-18 05:35:00,6
4964,2022-06-18 05:40:00,14
4965,2022-06-18 05:45:00,6
4966,2022-06-18 05:50:00,14
4967,2022-06-18 05:55:00,6
4968,2022-06-18 06:00:00,8
4969,2022-06-18 06:05:00,8
4970,2022-06-18 06:10:00,5
4971,2022-06-18 06:15:00,5
4972,2022-06-18 06:20:00,4
4973,2022-06-18 06:25:00,4
4974,2022-06-18 06:30:00,4
4975,2022-06-18 06:35:00,4
4976,2022-06-18 06:40:00,5
4977,2022-06-18 06:45:00,5
4978,2022-06-18 06:50:00,8
4979,2022-06-18 06:55:00,9
4980,2022-06-18 07:00:00,9
4981,2022-06-18 07:05:00,7
4982,2022-06-18 07:10:00,8
4983,2022-06-18 07:15:00,8
4984,2022-06-18 07:20:00,8
4985,2022-06-18 07:25:00,8
4986,2022-06-18 07:30:00,7
4987,2022-06-18 07:35:00,11
4988,2022-06-18 07:40:00,10
4989,2022-06-18 07:45:00,8
4990,2022-06-18 07:50:00,7
4991,2022-06-18 07:55:00,7
4992,2022-06-18 08:00:00,7
4993,2022-06-18 08:05:00,6
4994,2022-06-18 08:10:00,5
4995,2022-06-18 08:15:00,5
4996,2022-06-18 08:20:00,3
4997,2022-06-18 08:25:00,3
4998,2022-06-18 08:30:00,2
4999,2022-06-18 08:35:00,3
5000,2022-06-18 08:40:00,4
5001,2022-06-18 08:45:00,5
5002,2022-06-18 08:50:00,6
5003,2022-06-18 08:55:00,6
5004,2022-06-18 09:00:00,4
5005,2022-06-18 09:05:00,4
5006,2022-06-18 09:10:00,4
5007,2022-06-18 09:15:00,4
5008,2022-06-18 09:20:00,4
5009,2022-06-18 09:25:00,4
5010,2022-06-18 09:30:00,4
5011,2022-06-18 09:35:00,4
5012,2022-06-18 09:40:00,5
5013,2022-06-18 09:45:00,4
5014,2022-06-18 09:50:00,6
5015,2022-06-18 09:55:00,5
5016,2022-06-18 10:00:00,5
5017,2022-06-18 10:05:00,4
5018,2022-06-18 10:10:00,3
5019,2022-06-18 10:15:00,3
5020,2022-06-18 10:20:00,2
5021,2022-06-18 10:25:00,3
5022,2022-06-18 10:30:00,2
5023,2022-06-18 10:35:00,3
5024,2022-06-18 10:40:00,3
5025,2022-06-18 10:45:00,3
5026,2022-06-18 10:50:00,4
5027,2022-06-18 10:55:00,4
5028,2022-06-18 11:00:00,4
5029,2022-06-18 11:05:00,4
5030,2022-06-18 11:10:00,4
5031,2022-06-18 11:15:00,4
5032,2022-06-18 11:20:00,4
5033,2022-06-18 11:25:00,4
5034,2022-06-18 11:30:00,4
5035,2022-06-18 11:35:00,5
5036,2022-06-18 11:40:00,5
5037,2022-06-18 11:45:00,4
5038,2022-06-18 11:50:00,5
5039,2022-06-18 11:55:00,5
5040,2022-06-18 12:00:00,4
5041,2022-06-18 12:05:00,5
5042,2022-06-18 12:10:00,4
5043,2022-06-18 12:15:00,4
5044,2022-06-18 12:20:00,3
5045,2022-06-18 12:25:00,4
5046,2022-06-18 12:30:00,3
5047,2022-06-18 12:35:00,4
5048,2022-06-18 12:40:00,3
5049,2022-06-18 12:45:00,4
5050,2022-06-18 12:50:00,3
5051,2022-06-18 12:55:00,4
5052,2022-06-18 13:00:00,4
5053,2022-06-18 13:05:00,5
5054,2022-06-18 13:10:00,4
5055,2022-06-18 13:15:00,5
5056,2022-06-18 13:20:00,5
5057,2022-06-18 13:25:00,6
5058,2022-06-18 13:30:00,7
5059,2022-06-18 13:35:00,9
5060,2022-06-18 13:40:00,10
5061,2022-06-18 13:45:00,12
5062,2022-06-18 13:50:00,9
5063,2022-06-18 13:55:00,11
5064,2022-06-18 14:00:00,9
5065,2022-06-18 14:05:00,11
5066,2022-06-18 14:10:00,8
5067,2022-06-18 14:15:00,10
5068,2022-06-18 14:20:00,7
5069,2022-06-18 14:25:00,9
5070,2022-06-18 14:30:00,8
5071,2022-06-18 14:35:00,10
5072,2022-06-18 14:40:00,7
5073,2022-06-18 14:45:00,9
5074,2022-06-18 14:50:00,8
5075,2022-06-18 14:55:00,9
5076,2022-06-18 15:00:00,8
5077,2022-06-18 15:05:00,10
5078,2022-06-18 15:10:00,8
5079,2022-06-18 15:15:00,10
5080,2022-06-18 15:20:00,8
5081,2022-06-18 15:25:00,9
5082,2022-06-18 15:30:00,8
5083,2022-06-18 15:35:00,9
5084,2022-06-18 15:40:00,8
5085,2022-06-18 15:45:00,9
5086,2022-06-18 15:50:00,6
5087,2022-06-18 15:55:00,8
5088,2022-06-18 16:00:00,6
5089,2022-06-18 16:05:00,8
5090,2022-06-18 16:10:00,6
5091,2022-06-18 16:15:00,7
5092,2022-06-18 16:20:00,6
5093,2022-06-18 16:25:00,7
5094,2022-06-18 16:30:00,4
5095,2022-06-18 16:35:00,5
5096,2022-06-18 16:40:00,4
5097,2022-06-18 16:45:00,4
5098,2022-06-18 16:50:00,3
5099,2022-06-18 16:55:00,4
5100,2022-06-18 17:00:00,4
5101,2022-06-18 17:05:00,5
5102,2022-06-18 17:10:00,4
5103,2022-06-18 17:15:00,5
5104,2022-06-18 17:20:00,5
5105,2022-06-18 17:25:00,6
5106,2022-06-18 17:30:00,5
5107,2022-06-18 17:35:00,7
5108,2022-06-18 17:40:00,5
5109,2022-06-18 17:45:00,7
5110,2022-06-18 17:50:00,6
5111,2022-06-18 17:55:00,7
5112,2022-06-18 18:00:00,6
5113,2022-06-18 18:05:00,8
5114,2022-06-18 18:10:00,6
5115,2022-06-18 18:15:00,8
5116,2022-06-18 18:20:00,6
5117,2022-06-18 18:25:00,8
5118,2022-06-18 18:30:00,6
5119,2022-06-18 18:35:00,8
5120,2022-06-18 18:40:00,6
5121,2022-06-18 18:45:00,7
5122,2022-06-18 18:50:00,5
5123,2022-06-18 18:55:00,7
5124,2022-06-18 19:00:00,5
5125,2022-06-18 19:05:00,7
5126,2022-06-18 19:10:00,6
5127,2022-06-18 19:15:00,7
5128,2022-06-18 19:20:00,6
5129,2022-06-18 19:25:00,7
5130,2022-06-18 19:30:00,7
5131,2022-06-18 19:35:00,8
5132,2022-06-18 19:40:00,7
5133,2022-06-18 19:45:00,8
5134,2022-06-18 19:50:00,6
5135,2022-06-18 19:55:00,7
5136,2022-06-18 20:00:00,5
5137,2022-06-18 20:05:00,6
5138,2022-06-18 20:10:00,5
5139,2022-06-18 20:15:00,6
5140,2022-06-18 20:20:00,4
5141,2022-06-18 20:25:00,5
5142,2022-06-18 20:30:00,3
5143,2022-06-18 20:35:00,4
5144,2022-06-18 20:40:00,2
5145,2022-06-18 20:45:00,3
5146,2022-06-18 20:50:00,3
5147,2022-06-18 20:55:00,4
5148,2022-06-18 21:00:00,3
5149,2022-06-18 21:05:00,3
5150,2022-06-18 21:10:00,3
5151,2022-06-18 21:15:00,4
5152,2022-06-18 21:20:00,4
5153,2022-06-18 21:25:00,5
5154,2022-06-18 21:30:00,5
5155,2022-06-18 21:35:00,6
5156,2022-06-18 21:40:00,6
5157,2022-06-18 21:45:00,8
5158,2022-06-18 21:50:00,6
5159,2022-06-18 21:55:00,8
5160,2022-06-18 22:00:00,6
5161,2022-06-18 22:05:00,7
5162,2022-06-18 22:10:00,6
5163,2022-06-18 22:15:00,8
5164,2022-06-18 22:20:00,7
5165,2022-06-18 22:25:00,8
5166,2022-06-18 22:30:00,6
5167,2022-06-18 22:35:00,7
5168,2022-06-18 22:40:00,5
5169,2022-06-18 22:45:00,7
5170,2022-06-18 22:50:00,6
5171,2022-06-18 22:55:00,7
5172,2022-06-18 23:00:00,6
5173,2022-06-18 23:05:00,7
5174,2022-06-18 23:10:00,7
5175,2022-06-18 23:15:00,8
5176,2022-06-18 23:20:00,6
5177,2022-06-18 23:25:00,8
5178,2022-06-18 23:30:00,6
5179,2022-06-18 23:35:00,8
5180,2022-06-18 23:40:00,6
5181,2022-06-18 23:45:00,7
5182,2022-06-18 23:50:00,5
5183,2022-06-18 23:55:00,7
5184,2022-06-19 00:00:00,6
5185,2022-06-19 00:05:00,7
5186,2022-06-19 00:10:00,5
5187,2022-06-19 00:15:00,6
5188,2022-06-19 00:20:00,5
5189,2022-06-19 00:25:00,5
5190,2022-06-19 00:30:00,4
5191,2022-06-19 00:35:00,4
5192,2022-06-19 00:40:00,3
5193,2022-06-19 00:45:00,3
5194,2022-06-19 00:50:00,2
5195,2022-06-19 00:55:00,3
5196,2022-06-19 01:00:00,3
5197,2022-06-19 01:05:00,4
5198,2022-06-19 01:10:00,4
5199,2022-06-19 01:15:00,4
5200,2022-06-19 01:20:00,4
5201,2022-06-19 01:25:00,4
5202,2022-06-19 01:30:00,5
5203,2022-06-19 01:35:00,5
5204,2022-06-19 01:40:00,5
5205,2022-06-19 01:45:00,5
5206,2022-06-19 01:50:00,7
5207,2022-06-19 01:55:00,7
5208,2022-06-19 02:00:00,6
5209,2022-06-19 02:05:00,7
5210,2022-06-19 02:10:00,5
5211,2022-06-19 02:15:00,6
5212,2022-06-19 02:20:00,6
5213,2022-06-19 02:25:00,7
5214,2022-06-19 02:30:00,6
5215,2022-06-19 02:35:00,7
5216,2022-06-19 02:40:00,7
5217,2022-06-19 02:45:00,8
5218,2022-06-19 02:50:00,6
5219,2022-06-19 02:55:00,6
5220,2022-06-19 03:00:00,6
5221,2022-06-19 03:05:00,6
5222,2022-06-19 03:10:00,7
5223,2022-06-19 03:15:00,7
5224,2022-06-19 03:20:00,6
5225,2022-06-19 03:25:00,6
5226,2022-06-19 03:30:00,6
5227,2022-06-19 03:35:00,6
5228,2022-06-19 03:40:00,6
5229,2022-06-19 03:45:00,6
5230,2022-06-19 03:50:00,6
5231,2022-06-19 03:55:00,6
5232,2022-06-19 04:00:00,9
5233,2022-06-19 04:05:00,6
5234,2022-06-19 04:10:00,8
5235,2022-06-19 04:15:00,6
5236,2022-06-19 04:20:00,6
5237,2022-06-19 04:25:00,4
5238,2022-06-19 04:30:00,5
5239,2022-06-19 04:35:00,3
5240,2022-06-19 04:40:00,4
5241,2022-06-19 04:45:00,3
5242,2022-06-19 04:50:00,5
5243,2022-06-19 04:55:00,3
5244,2022-06-19 05:00:00,4
5245,2022-06-19 05:05:00,3
5246,2022-06-19 05:10:00,5
5247,2022-06-19 05:15:00,3
5248,2022-06-19 05:20:00,5
5249,2022-06-19 05:25:00,4
5250,2022-06-19 05:30:00,6
5251,2022-06-19 05:35:00,4
5252,2022-06-19 05:40:00,7
5253,2022-06-19 05:45:00,5
5254,2022-06-19 05:50:00,9
5255,2022-06-19 05:55:00,6
5256,2022-06-19 06:00:00,12
5257,2022-06-19 06:05:00,8
5258,2022-06-19 06:10:00,11
5259,2022-06-19 06:15:00,7
5260,2022-06-19 06:20:00,11
5261,2022-06-19 06:25:00,7
5262,2022-06-19 06:30:00,10
5263,2022-06-19 06:35:00,7
5264,2022-06-19 06:40:00,9
5265,2022-06-19 06:45:00,6
5266,2022-06-19 06:50:00,8
5267,2022-06-19 06:55:00,5
5268,2022-06-19 07:00:00,9
5269,2022-06-19 07:05:00,6
5270,2022-06-19 07:10:00,12
5271,2022-06-19 07:15:00,8
5272,2022-06-19 07:20:00,10
5273,2022-06-19 07:25:00,7
5274,2022-06-19 07:30:00,10
5275,2022-06-19 07:35:00,7
5276,2022-06-19 07:40:00,8
5277,2022-06-19 07:45:00,6
5278,2022-06-19 07:50:00,10
5279,2022-06-19 07:55:00,6
5280,2022-06-19 08:00:00,8
5281,2022-06-19 08:05:00,6
5282,2022-06-19 08:10:00,7
5283,2022-06-19 08:15:00,5
5284,2022-06-19 08:20:00,6
5285,2022-06-19 08:25:00,4
5286,2022-06-19 08:30:00,6
5287,2022-06-19 08:35:00,4
5288,2022-06-19 08:40:00,5
5289,2022-06-19 08:45:00,3
5290,2022-06-19 08:50:00,4
5291,2022-06-19 08:55:00,3
5292,2022-06-19 09:00:00,4
5293,2022-06-19 09:05:00,2
5294,2022-06-19 09:10:00,5
5295,2022-06-19 09:15:00,3
5296,2022-06-19 09:20:00,6
5297,2022-06-19 09:25:00,4
5298,2022-06-19 09:30:00,6
5299,2022-06-19 09:35:00,4
5300,2022-06-19 09:40:00,8
5301,2022-06-19 09:45:00,6
5302,2022-06-19 09:50:00,8
5303,2022-06-19 09:55:00,5
5304,2022-06-19 10:00:00,7
5305,2022-06-19 10:05:00,5
5306,2022-06-19 10:10:00,7
5307,2022-06-19 10:15:00,5
5308,2022-06-19 10:20:00,6
5309,2022-06-19 10:25:00,4
5310,2022-06-19 10:30:00,6
5311,2022-06-19 10:35:00,4
5312,2022-06-19 10:40:00,6
5313,2022-06-19 10:45:00,4
5314,2022-06-19 10:50:00,7
5315,2022-06-19 10:55:00,4
5316,2022-06-19 11:00:00,8
5317,2022-06-19 11:05:00,6
5318,2022-06-19 11:10:00,9
5319,2022-06-19 11:15:00,6
5320,2022-06-19 11:20:00,10
5321,2022-06-19 11:25:00,6
5322,2022-06-19 11:30:00,7
5323,2022-06-19 11:35:00,5
5324,2022-06-19 11:40:00,8
5325,2022-06-19 11:45:00,5
5326,2022-06-19 11:50:00,7
5327,2022-06-19 11:55:00,4
5328,2022-06-19 12:00:00,6
5329,2022-06-19 12:05:00,4
5330,2022-06-19 12:10:00,6
5331,2022-06-19 12:15:00,4
5332,2022-06-19 12:20:00,5
5333,2022-06-19 12:25:00,3
5334,2022-06-19 12:30:00,5
5335,2022-06-19 12:35:00,3
5336,2022-06-19 12:40:00,4
5337,2022-06-19 12:45:00,3
5338,2022-06-19 12:50:00,4
5339,2022-06-19 12:55:00,2
5340,2022-06-19 13:00:00,4
5341,2022-06-19 13:05:00,3
5342,2022-06-19 13:10:00,5
5343,2022-06-19 13:15:00,3
5344,2022-06-19 13:20:00,4
5345,2022-06-19 13:25:00,3
5346,2022-06-19 13:30:00,6
5347,2022-06-19 13:35:00,4
5348,2022-06-19 13:40:00,6
5349,2022-06-19 13:45:00,4
5350,2022-06-19 13:50:00,6
5351,2022-06-19 13:55:00,4
5352,2022-06-19 14:00:00,9
5353,2022-06-19 14:05:00,4
5354,2022-06-19 14:10:00,9
5355,2022-06-19 14:15:00,4
5356,2022-06-19 14:20:00,8
5357,2022-06-19 14:25:00,4
5358,2022-06-19 14:30:00,9
5359,2022-06-19 14:35:00,4
5360,2022-06-19 14:40:00,7
5361,2022-06-19 14:45:00,3
5362,2022-06-19 14:50:00,9
5363,2022-06-19 14:55:00,4
5364,2022-06-19 15:00:00,11
5365,2022-06-19 15:05:00,5
5366,2022-06-19 15:10:00,11
5367,2022-06-19 15:15:00,5
5368,2022-06-19 15:20:00,11
5369,2022-06-19 15:25:00,5
5370,2022-06-19 15:30:00,10
5371,2022-06-19 15:35:00,5
5372,2022-06-19 15:40:00,11
5373,2022-06-19 15:45:00,5
5374,2022-06-19 15:50:00,11
5375,2022-06-19 15:55:00,5
5376,2022-06-19 16:00:00,9
5377,2022-06-19 16:05:00,4
5378,2022-06-19 16:10:00,8
5379,2022-06-19 16:15:00,4
5380,2022-06-19 16:20:00,8
5381,2022-06-19 16:25:00,4
5382,2022-06-19 16:30:00,6
5383,2022-06-19 16:35:00,3
5384,2022-06-19 16:40:00,5
5385,2022-06-19 16:45:00,2
5386,2022-06-19 16:50:00,6
5387,2022-06-19 16:55:00,3
5388,2022-06-19 17:00:00,5
5389,2022-06-19 17:05:00,2
5390,2022-06-19 17:10:00,7
5391,2022-06-19 17:15:00,3
5392,2022-06-19 17:20:00,9
5393,2022-06-19 17:25:00,4
5394,2022-06-19 17:30:00,9
5395,2022-06-19 17:35:00,4
5396,2022-06-19 17:40:00,14
5397,2022-06-19 17:45:00,7
5398,2022-06-19 17:50:00,14
5399,2022-06-19 17:55:00,7
5400,2022-06-19 18:00:00,14
5401,2022-06-19 18:05:00,6
5402,2022-06-19 18:10:00,13
5403,2022-06-19 18:15:00,6
5404,2022-06-19 18:20:00,13
5405,2022-06-19 18:25:00,6
5406,2022-06-19 18:30:00,14
5407,2022-06-19 18:35:00,7
5408,2022-06-19 18:40:00,13
5409,2022-06-19 18:45:00,6
5410,2022-06-19 18:50:00,11
5411,2022-06-19 18:55:00,5
5412,2022-06-19 19:00:00,15
5413,2022-06-19 19:05:00,7
5414,2022-06-19 19:10:00,15
5415,2022-06-19 19:15:00,7
5416,2022-06-19 19:20:00,16
5417,2022-06-19 19:25:00,8
5418,2022-06-19 19:30:00,14
5419,2022-06-19 19:35:00,7
5420,2022-06-19 19:40:00,9
5421,2022-06-19 19:45:00,4
5422,2022-06-19 19:50:00,8
5423,2022-06-19 19:55:00,4
5424,2022-06-19 20:00:00,11
5425,2022-06-19 20:05:00,5
5426,2022-06-19 20:10:00,10
5427,2022-06-19 20:15:00,5
5428,2022-06-19 20:20:00,9
5429,2022-06-19 20:25:00,4
5430,2022-06-19 20:30:00,9
5431,2022-06-19 20:35:00,4
5432,2022-06-19 20:40:00,6
5433,2022-06-19 20:45:00,3
5434,2022-06-19 20:50:00,7
5435,2022-06-19 20:55:00,3
5436,2022-06-19 21:00:00,8
5437,2022-06-19 21:05:00,4
5438,2022-06-19 21:10:00,8
5439,2022-06-19 21:15:00,4
5440,2022-06-19 21:20:00,8
5441,2022-06-19 21:25:00,4
5442,2022-06-19 21:30:00,10
5443,2022-06-19 21:35:00,5
5444,2022-06-19 21:40:00,13
5445,2022-06-19 21:45:00,6
5446,2022-06-19 21:50:00,18
5447,2022-06-19 21:55:00,9
5448,2022-06-19 22:00:00,17
5449,2022-06-19 22:05:00,8
5450,2022-06-19 22:10:00,14
5451,2022-06-19 22:15:00,6
5452,2022-06-19 22:20:00,16
5453,2022-06-19 22:25:00,8
5454,2022-06-19 22:30:00,17
5455,2022-06-19 22:35:00,8
5456,2022-06-19 22:40:00,14
5457,2022-06-19 22:45:00,7
5458,2022-06-19 22:50:00,14
5459,2022-06-19 22:55:00,7
5460,2022-06-19 23:00:00,14
5461,2022-06-19 23:05:00,7
5462,2022-06-19 23:10:00,15
5463,2022-06-19 23:15:00,7
5464,2022-06-19 23:20:00,14
5465,2022-06-19 23:25:00,7
5466,2022-06-19 23:30:00,15
5467,2022-06-19 23:35:00,7
5468,2022-06-19 23:40:00,14
5469,2022-06-19 23:45:00,7
5470,2022-06-19 23:50:00,14
5471,2022-06-19 23:55:00,7
5472,2022-06-20 00:00:00,8
5473,2022-06-20 00:05:00,6
5474,2022-06-20 00:10:00,5
5475,2022-06-20 00:15:00,4
5476,2022-06-20 00:20:00,4
5477,2022-06-20 00:25:00,4
5478,2022-06-20 00:30:00,3
5479,2022-06-20 00:35:00,4
5480,2022-06-20 00:40:00,5
5481,2022-06-20 00:45:00,8
5482,2022-06-20 00:50:00,10
5483,2022-06-20 00:55:00,9
5484,2022-06-20 01:00:00,10
5485,2022-06-20 01:05:00,9
5486,2022-06-20 01:10:00,10
5487,2022-06-20 01:15:00,8
5488,2022-06-20 01:20:00,8
5489,2022-06-20 01:25:00,8
5490,2022-06-20 01:30:00,8
5491,2022-06-20 01:35:00,9
5492,2022-06-20 01:40:00,9
5493,2022-06-20 01:45:00,8
5494,2022-06-20 01:50:00,8
5495,2022-06-20 01:55:00,7
5496,2022-06-20 02:00:00,8
5497,2022-06-20 02:05:00,6
5498,2022-06-20 02:10:00,5
5499,2022-06-20 02:15:00,5
5500,2022-06-20 02:20:00,5
5501,2022-06-20 02:25:00,4
5502,2022-06-20 02:30:00,3
5503,2022-06-20 02:35:00,4
5504,2022-06-20 02:40:00,5
5505,2022-06-20 02:45:00,7
5506,2022-06-20 02:50:00,7
5507,2022-06-20 02:55:00,7
5508,2022-06-20 03:00:00,6
5509,2022-06-20 03:05:00,6
5510,2022-06-20 03:10:00,8
5511,2022-06-20 03:15:00,6
5512,2022-06-20 03:20:00,7
5513,2022-06-20 03:25:00,6
5514,2022-06-20 03:30:00,7
5515,2022-06-20 03:35:00,6
5516,2022-06-20 03:40:00,7
5517,2022-06-20 03:45:00,7
5518,2022-06-20 03:50:00,6
5519,2022-06-20 03:55:00,6
5520,2022-06-20 04:00:00,6
5521,2022-06-20 04:05:00,5
5522,2022-06-20 04:10:00,4
5523,2022-06-20 04:15:00,4
5524,2022-06-20 04:20:00,2
5525,2022-06-20 04:25:00,3
5526,2022-06-20 04:30:00,2
5527,2022-06-20 04:35:00,3
5528,2022-06-20 04:40:00,4
5529,2022-06-20 04:45:00,4
5530,2022-06-20 04:50:00,5
5531,2022-06-20 04:55:00,6
5532,2022-06-20 05:00:00,7
5533,2022-06-20 05:05:00,7
5534,2022-06-20 05:10:00,6
5535,2022-06-20 05:15:00,6
5536,2022-06-20 05:20:00,6
5537,2022-06-20 05:25:00,6
5538,2022-06-20 05:30:00,6
5539,2022-06-20 05:35:00,6
5540,2022-06-20 05:40:00,6
5541,2022-06-20 05:45:00,6
5542,2022-06-20 05:50:00,7
5543,2022-06-20 05:55:00,6
5544,2022-06-20 06:00:00,4
5545,2022-06-20 06:05:00,5
5546,2022-06-20 06:10:00,3
5547,2022-06-20 06:15:00,4
5548,2022-06-20 06:20:00,3
5549,2022-06-20 06:25:00,4
5550,2022-06-20 06:30:00,2
5551,2022-06-20 06:35:00,3
5552,2022-06-20 06:40:00,2
5553,2022-06-20 06:45:00,3
5554,2022-06-20 06:50:00,2
5555,2022-06-20 06:55:00,2
5556,2022-06-20 07:00:00,1
5557,2022-06-20 07:05:00,2
5558,2022-06-20 07:10:00,2
5559,2022-06-20 07:15:00,3
5560,2022-06-20 07:20:00,2
5561,2022-06-20 07:25:00,3
5562,2022-06-20 07:30:00,3
5563,2022-06-20 07:35:00,4
5564,2022-06-20 07:40:00,4
5565,2022-06-20 07:45:00,5
5566,2022-06-20 07:50:00,4
5567,2022-06-20 07:55:00,5
5568,2022-06-20 08:00:00,3
5569,2022-06-20 08:05:00,4
5570,2022-06-20 08:10:00,4
5571,2022-06-20 08:15:00,4
5572,2022-06-20 08:20:00,4
5573,2022-06-20 08:25:00,4
5574,2022-06-20 08:30:00,4
5575,2022-06-20 08:35:00,5
5576,2022-06-20 08:40:00,3
5577,2022-06-20 08:45:00,4
5578,2022-06-20 08:50:00,3
5579,2022-06-20 08:55:00,4
5580,2022-06-20 09:00:00,4
5581,2022-06-20 09:05:00,4
5582,2022-06-20 09:10:00,4
5583,2022-06-20 09:15:00,5
5584,2022-06-20 09:20:00,5
5585,2022-06-20 09:25:00,6
5586,2022-06-20 09:30:00,4
5587,2022-06-20 09:35:00,5
5588,2022-06-20 09:40:00,4
5589,2022-06-20 09:45:00,5
5590,2022-06-20 09:50:00,5
5591,2022-06-20 09:55:00,6
5592,2022-06-20 10:00:00,4
5593,2022-06-20 10:05:00,5
5594,2022-06-20 10:10:00,3
5595,2022-06-20 10:15:00,4
5596,2022-06-20 10:20:00,3
5597,2022-06-20 10:25:00,3
5598,2022-06-20 10:30:00,2
5599,2022-06-20 10:35:00,2
5600,2022-06-20 10:40:00,2
5601,2022-06-20 10:45:00,3
5602,2022-06-20 10:50:00,2
5603,2022-06-20 10:55:00,3
5604,2022-06-20 11:00:00,2
5605,2022-06-20 11:05:00,3
5606,2022-06-20 11:10:00,2
5607,2022-06-20 11:15:00,3
5608,2022-06-20 11:20:00,2
5609,2022-06-20 11:25:00,3
5610,2022-06-20 11:30:00,3
5611,2022-06-20 11:35:00,4
5612,2022-06-20 11:40:00,3
5613,2022-06-20 11:45:00,4
5614,2022-06-20 11:50:00,3
5615,2022-06-20 11:55:00,4
5616,2022-06-20 12:00:00,4
5617,2022-06-20 12:05:00,5
5618,2022-06-20 12:10:00,3
5619,2022-06-20 12:15:00,4
5620,2022-06-20 12:20:00,3
5621,2022-06-20 12:25:00,4
5622,2022-06-20 12:30:00,3
5623,2022-06-20 12:35:00,3
5624,2022-06-20 12:40:00,3
5625,2022-06-20 12:45:00,4
5626,2022-06-20 12:50:00,3
5627,2022-06-20 12:55:00,4
5628,2022-06-20 13:00:00,3
5629,2022-06-20 13:05:00,4
5630,2022-06-20 13:10:00,5
5631,2022-06-20 13:15:00,6
5632,2022-06-20 13:20:00,4
5633,2022-06-20 13:25:00,5
